Id, Name, Grade_math, Grade_cs
20439,bk,84.7,-8.5
20440,cg,25.2,39.4
20441,en,-2.7,89
20442,il,11.2,124.6
20443,ab,162.1,58.7
20444,gi,5.5,2.3
20445,gf,-31.5,91.6
20446,bc,-26.3,124.2
20447,hg,74.8,92.5
20448,gf,-50.4,100.9
20449,bl,-7,-149.9
20450,cf,76.2,79.4
20451,em,-37.4,-220.8
20452,lm,-31.5,0.7
20453,mm,-55,-43.4
20454,hk,-27.5,27
20455,mb,170.4,82.7
20456,kh,-58.9,37.9
20457,nh,50.1,3
20458,ed,53.2,-230
20459,ki,-3.5,109.6
20460,lg,12.9,84.9
20461,bj,113.9,94.9
20462,jk,39.3,65.2
20463,ea,-0.8,2.3
20464,jk,-11.3,38.4
20465,cb,9.9,175.7
20466,ln,-41.6,88.6
20467,ia,205,-9.3
20468,ai,-33.2,93.7
20469,nl,-2.7,103.5
20470,im,4.3,45.7
20471,hj,0.7,-98.7
20472,ak,124.6,124.3
20473,db,-8.7,6.4
20474,bf,22.4,145
20475,hm,13.1,74.9
20476,an,-9.6,192.1
20477,hi,-7.5,201.3
20478,mm,8.9,70.4
20479,mj,19.6,50
20480,ll,189.2,18.9
20481,hn,-125.9,81
20482,jb,-16.6,162.1
20483,bb,18.2,64.3
20484,mj,143.7,121.4
20485,bi,-36.4,94.3
20486,ih,12.4,34.3
20487,jd,62.1,132.1
20488,mf,29.1,125
20489,fm,-98.7,25.3
20490,fm,179.1,8.6
20491,bi,-15.1,85.4
20492,bg,-47.5,45.2
20493,lj,-50.8,-60.5
20494,km,15.2,64.3
20495,cg,7.3,55.6
20496,gn,-7,158.6
20497,gj,128.3,79.1
20498,bd,-150.9,12.1
20499,ja,63.5,-80.9
20500,lh,224,166.9
20501,ed,9.6,28.9
20502,fe,81.2,-204.6
20503,cc,-10.7,27.4
20504,ai,-19.1,-166.8
20505,fb,7.9,1.4
20506,gg,41.6,2
20507,hb,-17.7,24.4
20508,ci,-4.3,-21.9
20509,dd,19.3,120.2
20510,ni,105.6,80.5
20511,jl,61.3,135.5
20512,bd,-15.1,45.6
20513,fm,-0.8,90.9
20514,ga,-25.8,25.9
20515,lc,221.9,246.1
20516,fe,-129.8,56.5
20517,ib,173.3,8.1
20518,ad,92.6,365.7
20519,bf,1.8,11.7
20520,ci,72.7,97.7
20521,kl,240.4,75.2
20522,jc,-28,-31.2
20523,hk,-0.7,18.4
20524,hl,14.8,5.2
20525,na,109,39.6
20526,jh,39.7,-16.2
20527,fn,106.3,-65.8
20528,km,-75.3,20.3
20529,ch,138.1,157.9
20530,dl,71.9,-100.9
20531,bj,177.1,-46.7
20532,kf,-59.2,25.4
20533,jm,-27,158.9
20534,nh,40,122.9
20535,mi,138.1,228.6
20536,hb,2.2,36.6
20537,md,7.5,70.6
20538,fe,90.8,-157
20539,ej,-25.5,78
20540,gk,62.4,-49.7
20541,mb,38.9,99.7
20542,ja,-1.3,59.8
20543,dm,-6,36
20544,mb,27.6,-90.7
20545,li,1,-126.7
20546,ea,20.8,6.8
20547,fm,53.8,37.2
20548,ea,-47.8,14.5
20549,jh,-24.9,127.9
20550,hh,-3.5,49.6
20551,na,118.8,446.9
20552,fb,-16.8,1.2
20553,lf,23.9,90.7
20554,fb,13.4,95.6
20555,ai,82,-92.1
20556,jg,128.5,106.9
20557,ii,11.6,30.1
20558,cb,12,97.8
20559,ie,-7.7,-95
20560,ef,114.3,29.6
20561,ed,115,10.5
20562,fg,-11.2,113.2
20563,hl,130.1,147.6
20564,hn,141.8,388.3
20565,nd,-10.1,23.7
20566,gb,-2,-28.7
20567,nj,126,95.5
20568,fb,-28.3,-69.6
20569,ga,50.9,91.4
20570,ch,-1.8,-91.9
20571,be,67.5,63.8
20572,ea,-4.4,19.3
20573,cf,-5.3,1.4
20574,cn,-6.2,56.1
20575,ff,73.1,-151.9
20576,ch,-19.5,46.8
20577,li,-32.8,-9.6
20578,al,49.1,-110.1
20579,eg,214.7,63.7
20580,gi,-81.5,-53.3
20581,cj,-5.1,93.2
20582,jd,-7.7,62
20583,aj,69.2,69.1
20584,nd,257.7,174.7
20585,bm,285.7,239.7
20586,em,4.1,70.2
20587,bg,1.3,36.8
20588,bk,-60.4,85.7
20589,ee,236.2,218.2
20590,fk,-128.9,24.5
20591,nj,35.3,48.5
20592,ba,189.2,146.6
20593,fh,159.9,16.3
20594,id,30.3,9.4
20595,aj,145,-25.9
20596,lj,-18.9,-108.7
20597,bm,152.3,310.2
20598,ch,196.6,22.8
20599,fc,47.6,96.4
20600,ff,80.5,34.5
20601,jg,-106,262.8
20602,be,24.4,9.3
20603,ee,-70,-61.6
20604,nh,-12.9,-68.8
20605,ce,0.7,53.3
20606,gb,-24.5,-16.3
20607,fl,23.1,15.3
20608,bk,9.5,61.6
20609,gd,33.4,168.6
20610,la,-29.1,154.8
20611,jf,31.5,65.7
20612,le,62.6,-135.4
20613,ll,68.5,55.8
20614,nj,135.3,88.3
20615,ja,20.8,67.2
20616,gl,198,43.8
20617,jd,-18.5,93.5
20618,kj,-8.8,94.3
20619,ec,137.9,32.3
20620,ff,-22.8,60.5
20621,dk,-2.2,61.2
20622,ae,1.2,15
20623,lb,-1,8.4
20624,dg,-43.5,10.3
20625,hf,249.6,-90.8
20626,cb,-122,65.6
20627,lg,167.8,-29.8
20628,ck,-33.7,-54.8
20629,an,119.1,75.6
20630,ae,37.9,6.3
20631,gc,61.3,40.7
20632,ie,-9.6,-23.3
20633,aa,-11.8,52.2
20634,jh,-20.4,48.5
20635,lm,170.9,200.1
20636,lm,150.5,230.7
20637,ll,184.6,133.2
20638,lb,10.7,168.6
20639,ag,-70,-77.6
20640,nh,63.1,0.7
20641,ak,95.8,58.2
20642,jb,114.3,68.2
20643,ga,-37.3,-8
20644,nc,21.5,-110
20645,ij,8.6,45.8
20646,lh,-114.9,53.5
20647,cl,122.1,161.4
20648,ng,-22.4,2.1
20649,hb,53.7,248.3
20650,jd,-35.8,31.2
20651,mj,57,-48.2
20652,kh,198.7,182.5
20653,cd,1,28.8
20654,nd,188.7,37
20655,lj,89.5,-97.6
20656,db,-101.9,71.2
20657,mn,-40.1,263.8
20658,ad,-206.2,49.7
20659,gi,16.8,55
20660,ch,63.7,76.1
20661,lf,-23.8,17
20662,ll,-6,77
20663,ie,-59.8,65.5
20664,if,62.3,-115.2
20665,kg,30.1,94.2
20666,cn,141.5,43.6
20667,bn,-8.5,28.6
20668,cg,-51.8,135
20669,cg,-33.7,87.5
20670,ge,128,17.4
20671,jc,-19.7,310.1
20672,ib,27,-61
20673,nl,81.8,-23.9
20674,ii,96.8,-23.2
20675,mh,33,155.8
20676,nc,68.8,-100.3
20677,ea,5.3,201.1
20678,ag,-83.6,49.6
20679,jl,43.5,71.8
20680,ja,15.7,39.2
20681,ni,136.5,107.6
20682,cg,-6.8,7.6
20683,bd,74.7,71.3
20684,nb,-61.6,40.1
20685,aa,12.8,122.3
20686,ne,148.9,-23
20687,lf,38.1,-11.7
20688,kh,-159,97.8
20689,ee,-15,-192.7
20690,db,151.1,55.6
20691,ll,-43.1,54.9
20692,li,-28.6,10.8
20693,fd,117.1,79.1
20694,lm,-22.2,156.5
20695,lc,-5.4,58.3
20696,if,5.5,37.5
20697,in,-20,78.5
20698,hh,102.2,25.3
20699,cd,-7.2,72.8
20700,ad,-8.2,30.6
20701,ck,1.2,12.8
20702,hl,36.7,94
20703,jd,4.1,167.6
20704,jc,1.6,-70.2
20705,jl,-47.3,71.1
20706,na,209.9,276.2
20707,kj,-69.3,-116.1
20708,ae,-3.5,207.4
20709,lj,238,58.7
20710,mn,21.7,14
20711,lc,-17,76.6
20712,el,-1,335.1
20713,jh,14.7,43.1
20714,ml,3,-205.3
20715,ji,89.1,-5.5
20716,fd,-21.9,7.9
20717,dj,46.9,229
20718,gk,-1.1,36.1
20719,kg,1,83
20720,hc,6.9,-27.8
20721,ck,-1.9,85.7
20722,kd,46.8,23.4
20723,lk,150.5,95.2
20724,db,36.7,-52.1
20725,cb,135.3,47.2
20726,ai,-3.4,-78.9
20727,ig,46.7,-90.3
20728,dg,32.8,76
20729,jm,61.8,-2.4
20730,jk,28.8,-158.7
20731,jf,22.1,115.7
20732,cf,75.9,74.6
20733,gg,-6.8,-24.4
20734,ea,35.5,-147.7
20735,ll,96.1,2.9
20736,ij,161.9,35.2
20737,ab,5.2,45.6
20738,ni,113,-14.3
20739,ek,1.9,33.3
20740,hi,54.5,117.5
20741,am,7.6,65.7
20742,gi,7,66.1
20743,hm,57,42.3
20744,nh,-5.6,92.6
20745,ie,-4,55.8
20746,ab,-21.1,65.3
20747,nj,58.1,26.4
20748,md,73,21.8
20749,ae,67.5,62.8
20750,fl,14.1,81.4
20751,bb,-2.1,84.8
20752,ae,29.4,4.6
20753,bl,25.4,13.9
20754,da,176.9,181
20755,mj,27.2,1.1
20756,bn,-91.8,12.8
20757,cd,9.2,25.8
20758,bj,44.4,95.1
20759,gl,131.1,297.9
20760,fg,-20,56.7
20761,ca,-2.3,31
20762,ee,-0.8,24.5
20763,al,-85.6,50.7
20764,em,-35.6,16.5
20765,kg,38.7,5
20766,cg,11.3,-94.3
20767,nm,1.6,94.1
20768,gj,133.2,-64.3
20769,kk,-137.5,88.4
20770,db,-5.6,66.2
20771,fc,23.4,46.6
20772,di,56.9,-80.3
20773,ch,-83.8,92.5
20774,le,49.1,-3.3
20775,ii,-18.1,-66.6
20776,ne,-26.4,36.4
20777,ig,-23.8,23.2
20778,bc,5.1,76.9
20779,dl,43.5,62
20780,gn,70.2,18.9
20781,md,-101.7,94.5
20782,fn,93.7,-31.5
20783,la,129.5,61.1
20784,ff,41.4,69.6
20785,kj,-14.6,-129.2
20786,lh,-9.6,84.1
20787,fm,137.7,45.7
20788,nl,-2.5,92.5
20789,le,9.3,87.9
20790,ch,42.8,13
20791,eg,-38.2,19.5
20792,ef,11.2,-71.6
20793,lf,17,31.9
20794,ik,250,22.2
20795,dc,-2.6,-3.9
20796,dl,-36.2,-65.8
20797,kj,167.3,62
20798,ma,7.4,77.3
20799,fj,-2.8,-52.2
20800,mh,39.5,-79.1
20801,fd,12.7,56
20802,hb,104.9,68.6
20803,bk,-20.5,304.5
20804,dl,307.8,226.7
20805,ed,87.6,93.6
20806,kk,-7.6,30
20807,da,342.9,64.8
20808,dg,-65.1,70.9
20809,kc,-8.5,-8.5
20810,dg,-17.1,2.6
20811,dn,88.8,285
20812,if,35.6,89.2
20813,lf,75.7,51.4
20814,hg,18.2,43.8
20815,ml,16.8,56.1
20816,hc,123.5,156.7
20817,jj,-56,117.4
20818,gg,-6,-60.4
20819,gb,-33.2,-77.7
20820,df,5.2,19.5
20821,bf,142.7,108.1
20822,fh,5.3,112.7
20823,he,12.8,194.6
20824,be,59.3,14.1
20825,ce,-2.2,132.9
20826,fc,7.8,121
20827,dm,223.1,235.1
20828,ne,-15.3,29.5
20829,md,63.1,153.9
20830,bj,104.8,87.4
20831,la,24.6,114.4
20832,eh,-44.3,8.9
20833,fb,-6.8,52.6
20834,dl,109.7,-3.6
20835,gb,177.3,130.5
20836,ch,-16.1,-75.5
20837,en,78.3,-89.1
20838,na,98.9,-16.6
20839,gj,69.1,126.1
20840,li,-2.7,50.4
20841,lc,72.4,-63.5
20842,nn,45.9,75.2
20843,hj,190.7,103.4
20844,bj,152.4,222.4
20845,ja,9.2,90.2
20846,gl,-65.8,7.2
20847,da,0.2,33.3
20848,ch,-151.2,41.9
20849,nj,58.3,31
20850,mj,9.2,50.7
20851,me,13,46.9
20852,bf,-17.8,17.1
20853,fj,-29.6,35.5
20854,ij,23.1,11
20855,ab,164.4,34.4
20856,eb,93.4,82
20857,ie,169.8,180.8
20858,ll,63.9,-87.2
20859,id,-51.4,50.8
20860,ed,-0.3,65.8
20861,mg,-0.1,109.3
20862,dd,71.5,124.7
20863,nc,-12.7,31.3
20864,nd,34.7,76.7
20865,dk,5.4,33.5
20866,nn,9.9,114.2
20867,ae,-40.5,79.2
20868,lh,-19.4,-121.7
20869,ai,-14.8,46.5
20870,le,181.4,-13.8
20871,ff,-4.7,19.4
20872,em,-52,41.6
20873,lg,7.6,11
20874,cm,5.5,73.2
20875,km,3.1,68.9
20876,fl,63.5,96.3
20877,cl,270.2,20.4
20878,jh,42.3,97.1
20879,bf,0.4,45.5
20880,lj,-57.6,24.4
20881,fd,-6.8,196.6
20882,ch,32.4,91.1
20883,dk,251.9,-28.7
20884,lb,96,16
20885,lh,24.4,51.5
20886,ba,-0.7,43.9
20887,gn,193.4,249.5
20888,ke,79.5,97.4
20889,cc,180.1,12.8
20890,bc,-33,70.7
20891,ef,1,146.4
20892,lh,29.5,52.6
20893,ea,0.4,-94.2
20894,ae,92.8,-34.6
20895,be,11.2,45.3
20896,ji,-56.5,51.8
20897,ec,22.2,25.1
20898,hg,-19.9,59.8
20899,he,-5.9,82.2
20900,bg,-132.7,65.4
20901,nf,-5.5,80.1
20902,ej,-0,9.7
20903,kf,19.9,-163.1
20904,hg,-48.8,73.5
20905,lm,-49.6,60.2
20906,nk,84.9,51.2
20907,lf,-10.5,82.4
20908,gg,-16,-51.6
20909,ch,56.7,83.5
20910,kl,171.9,113.5
20911,ak,-57.3,26.9
20912,bj,-31.2,93.8
20913,cb,-7.2,164.7
20914,lb,-32.2,42.2
20915,an,29.9,32.7
20916,ee,146.6,1
20917,gi,91.3,-24.9
20918,hg,-23.5,69.5
20919,na,-84.9,128.8
20920,ha,-102.6,43.2
20921,im,91.3,81.4
20922,hf,-17.4,73
20923,hm,27.6,45.6
20924,jh,-0.5,71.4
20925,nh,87,33.7
20926,jf,286.4,90.3
20927,hk,-27.1,147.2
20928,fe,-70.6,40.6
20929,le,59.8,13.4
20930,fh,27.5,16.6
20931,jn,105.4,46
20932,nh,53.2,82.4
20933,kh,318.9,194.7
20934,al,-10,-72
20935,gc,-21.1,-9.8
20936,en,-33.3,81.5
20937,if,111.5,13
20938,ng,69.4,47.2
20939,la,135.6,43.5
20940,ei,373.7,134.1
20941,bf,145.4,61.8
20942,ak,17.7,11
20943,nl,42.9,244.3
20944,hm,-2.1,89.9
20945,ee,13.6,-36.9
20946,fi,-4.4,124.5
20947,im,3.6,81.9
20948,mh,9.3,52.7
20949,hf,-38.9,11.9
20950,gk,-53.9,-80.8
20951,hj,-1,89.9
20952,bb,-50.8,13.3
20953,kb,-25.7,68.2
20954,dc,-36.9,51.5
20955,bm,-18.1,193
20956,lg,2.4,72.7
20957,kd,6.7,71
20958,me,53,-9.5
20959,bi,-62.9,-116.2
20960,ia,37.3,36.9
20961,ce,-7.3,51.4
20962,mj,11.5,35.5
20963,ie,73,57
20964,dh,39.9,31.5
20965,jm,47.9,23.4
20966,fb,99.3,8.4
20967,el,9.1,64.3
20968,ke,137.1,77.3
20969,kd,37.3,-92.9
20970,hh,107.7,20.6
20971,cb,147.9,79.9
20972,ll,2.4,87.6
20973,hk,109.6,82.6
20974,fi,149.6,29.7
20975,cj,-60.2,4.7
20976,cj,1.3,44.1
20977,he,-49.2,69.8
20978,gj,126.5,252.2
20979,la,160.7,100.7
20980,db,323,128
20981,bd,16.9,92
20982,mm,4.1,36.4
20983,bm,12.3,46.8
20984,fe,-21.8,33.1
20985,ci,43.9,74
20986,nn,46.5,93.2
20987,ib,-4.5,-63.1
20988,gc,-3.4,7
20989,dh,-11.3,60.2
20990,cd,78.4,99
20991,hb,60.6,143.9
20992,kk,-99.7,-47
20993,en,-4.9,1.8
20994,kn,190.6,57.2
20995,eb,24.8,55.4
20996,cb,-63.9,106.1
20997,ca,0.7,67
20998,id,-8,-35.6
20999,ml,23.4,79.7
21000,fi,-79.8,78.2
21001,jc,202.9,9.8
21002,gi,134.4,13.8
21003,ei,35.1,193.6
21004,jb,-159,-119.4
21005,fl,160.8,31.8
21006,mi,160.8,120.3
21007,fe,94.8,23.2
21008,ma,-20.7,39.4
21009,mm,-22.3,1.7
21010,bd,248.4,132.6
21011,kc,-8.2,50.1
21012,kf,-71.4,89.3
21013,ce,-65.6,-107.8
21014,ah,220.3,-54.8
21015,af,120.7,19.2
21016,be,-61.7,39.5
21017,gh,-6.8,76
21018,mi,154.8,6.4
21019,dd,-67.6,-282.9
21020,fd,-85,56.6
21021,el,29.9,74.9
21022,jf,90.2,258.8
21023,dg,-44.5,164.1
21024,bh,2.8,53.9
21025,cc,-21,4.7
21026,mm,0.8,87.9
21027,kg,141.1,76.4
21028,dn,15.8,176.7
21029,mh,120.1,156
21030,ga,124.2,-28.9
21031,kg,123.9,109.1
21032,hc,-12.8,32.2
21033,ed,5.5,17
21034,hb,-75.8,26.9
21035,jl,-85.1,2.6
21036,mg,-1,-147.2
21037,ad,25.8,183.4
21038,if,-96.9,-46.2
21039,hk,-12.3,-174.3
21040,la,19.9,94.5
21041,kl,-42.7,-10.9
21042,db,-51.9,42
21043,jm,-39.7,33
21044,hj,98.6,-79.3
21045,bn,176.9,115.5
21046,nb,-209.1,54.8
21047,nd,42.2,1.9
21048,jd,-71.9,161.3
21049,ai,-40.9,14.6
21050,ca,17.2,81.6
21051,ik,-2,-5.4
21052,nm,182.5,278.5
21053,di,16.8,129.1
21054,ec,-88.7,-43.3
21055,ak,-5.5,57
21056,mb,-3.3,25.9
21057,ji,171.2,-20.2
21058,gm,-3.8,28
21059,ce,13.3,23.2
21060,bi,6.1,95.7
21061,al,195.7,303.4
21062,ej,42.4,15.4
21063,gb,1.4,93.2
21064,hf,29.7,16.7
21065,ld,31.2,45.6
21066,bj,102.5,56.5
21067,ge,10.1,58.9
21068,ca,-165.8,12
21069,gb,107.4,116.3
21070,fh,-13.1,-51.8
21071,fk,-10.6,4
21072,gg,201.4,135.2
21073,kk,-120.1,47.7
21074,ic,156.3,27.1
21075,km,56.5,23.7
21076,bi,17.9,68.5
21077,gm,3.7,58.2
21078,eb,19.7,46.9
21079,aa,116,130.6
21080,el,233.7,93
21081,bg,-9.3,43.6
21082,mn,10.7,221.1
21083,dn,18.1,24.5
21084,ic,356.9,208.8
21085,fj,-3.4,94.8
21086,ba,-23.9,58.6
21087,bg,45.3,-143.6
21088,nk,4.1,29.2
21089,ag,-87.1,23.6
21090,kj,154.9,223.1
21091,nb,47.6,85.1
21092,fn,-22.5,63.5
21093,md,12.7,127.6
21094,jb,28.4,55.6
21095,ag,-21,44.7
21096,an,-79.7,50.5
21097,cn,21.7,26.1
21098,nh,52.3,-54.2
21099,ec,15.1,41.5
21100,kd,-7,69.2
21101,dm,17.5,330.4
21102,cl,-1.7,-28.1
21103,dn,20.3,-1.1
21104,fc,-4.2,-15.9
21105,gg,-52.4,78.3
21106,hg,-68.1,-39.8
21107,dg,-89.1,-11.5
21108,ej,10.8,-81.6
21109,hb,46.4,35
21110,lf,79.6,1.5
21111,ga,40,-29.6
21112,bj,-148,20.4
21113,hj,34.7,84.2
21114,md,62.1,3.9
21115,dc,-1.5,23.8
21116,ga,-38.7,-172.4
21117,fc,276.9,160.7
21118,ca,18.2,48
21119,cn,248.8,16.5
21120,ba,0.8,24.2
21121,jf,61.6,255.8
21122,jc,60.1,265
21123,kj,76.5,78.2
21124,bk,128.1,44.1
21125,kn,1.2,-96.9
21126,fg,-118,69.9
21127,bi,117.3,20.5
21128,ga,-67.3,37.7
21129,ge,7.2,12.8
21130,bd,70,174.6
21131,ke,-66.2,61.8
21132,nf,100.8,72.6
21133,bk,-3,131.8
21134,ec,39.8,27
21135,ii,-3.3,69.6
21136,kh,-38,-164.8
21137,ma,-9.5,-34.9
21138,ae,21.3,76.6
21139,il,18.6,46.6
21140,an,-126.3,52.3
21141,aa,1.7,36.6
21142,cg,59.6,-28.9
21143,gl,-70.4,141.8
21144,gg,-16.2,-165.9
21145,el,-33.6,35.8
21146,ij,-3.6,-12.3
21147,jh,1,53.3
21148,bn,-32.8,-80.5
21149,hd,31.4,25.6
21150,kd,192.3,13.7
21151,aa,-7.8,82.6
21152,am,-7,2
21153,md,4.5,-10.2
21154,ge,153.9,145.9
21155,lf,96.2,19
21156,lk,-26.9,29.8
21157,mm,-10.3,46.5
21158,nm,16.6,16.3
21159,fl,-36.3,228.8
21160,gn,-49.5,-48.7
21161,ah,62.3,81.2
21162,bj,-17.9,209.8
21163,kf,-3.3,-144.3
21164,nc,0.2,33.4
21165,ke,1.1,9.3
21166,mg,37.7,5.9
21167,ni,226.7,228.1
21168,nk,81.4,97.3
21169,je,15,5.2
21170,ea,229.1,234.8
21171,fi,-37.6,72.7
21172,mj,22.7,-33
21173,fh,109.6,31
21174,hk,25,83.3
21175,ka,-5.7,88.4
21176,ca,11.3,47.9
21177,de,104.5,23.1
21178,jm,16,-58
21179,fb,406.4,172.4
21180,cc,-32.4,1.7
21181,gl,-1.7,2.5
21182,ec,298.5,174.8
21183,hg,-10.2,13.1
21184,ac,-6.9,-69.9
21185,gd,30.3,39.5
21186,mf,111.8,146.4
21187,nl,63.2,66.8
21188,fa,-1.9,233.3
21189,fj,14.5,67.8
21190,nh,0.5,11
21191,fg,113.9,86
21192,hc,79.1,-49.7
21193,ag,193,77
21194,ff,35.9,26.4
21195,ie,16,-171.4
21196,hb,4.9,-186.8
21197,ic,20.9,84.3
21198,ld,-13.3,45.8
21199,ef,71.4,23.6
21200,de,-82.7,45.7
21201,cd,-43.1,6.1
21202,ji,-16.8,1.8
21203,hc,-86.9,45.4
21204,jb,177.1,110.5
21205,lm,-39.7,-70.8
21206,la,-5.2,31
21207,lh,13.4,28.2
21208,dg,118.6,42.2
21209,lc,-92.6,57.6
21210,fh,27.6,-63.5
21211,jl,-126.9,18.9
21212,nm,195.9,120.7
21213,im,37.7,-35.4
21214,ce,71.9,29.4
21215,bl,-2,38.2
21216,jd,10,42.8
21217,bk,128.9,-88.3
21218,hc,-0.1,89.7
21219,jl,11.9,68.4
21220,kb,48.8,5.7
21221,gd,-0.3,95.2
21222,nc,-93.5,41.2
21223,ng,119.6,-22.3
21224,da,77.4,9.7
21225,ji,88.2,72.9
21226,ki,69.9,87.6
21227,eh,35.7,-75.2
21228,gd,82.7,48.3
21229,hi,333.9,43.6
21230,dk,-19.2,-0.6
21231,cl,4.5,-171.3
21232,kn,213.6,-94.6
21233,na,10.3,-146.1
21234,cf,15.5,63.5
21235,ak,58.4,11.6
21236,fm,-33,88.8
21237,ff,5.3,6.6
21238,gj,-18.9,-68.1
21239,in,0.3,119.2
21240,fe,392.9,52.1
21241,mh,44.6,210.9
21242,jh,-2.9,18.7
21243,hm,-65.1,235.8
21244,ee,-70.9,45.2
21245,ma,-15.2,53
21246,ef,-80.5,74.5
21247,dj,47.5,20.7
21248,cf,-87.6,26.4
21249,eg,-9.4,10.5
21250,eb,-64,-50.1
21251,dc,-6.9,24.5
21252,lm,169.2,171.6
21253,hi,2.8,76.1
21254,ih,12.2,153
21255,ge,16.6,30.7
21256,fj,5,153.9
21257,nf,-9.5,21
21258,kk,95.9,-12.4
21259,nc,205.8,21.1
21260,aj,13.7,238.5
21261,gd,-28.7,132.8
21262,jc,1.1,-159.5
21263,fi,109.7,22.5
21264,fk,10.5,29.6
21265,me,-82.9,-80
21266,jn,10.5,82.4
21267,ff,-97.7,74.1
21268,nd,-5,52.1
21269,lk,59.1,52.4
21270,ll,-12.5,12.3
21271,lh,-18.1,85.8
21272,ad,58.9,-57.2
21273,dh,200.2,102.3
21274,de,52.6,10.6
21275,kg,51.7,59.7
21276,ch,-44.1,59.6
21277,dn,207.2,165.8
21278,kb,65.6,17.9
21279,ll,-5.5,31.6
21280,nb,-164.2,-40.4
21281,ni,138.4,147.9
21282,dj,4.6,88.2
21283,ak,12.5,6.5
21284,kg,-58.6,83
21285,dk,210.2,84.5
21286,jn,-3.6,-177.4
21287,kk,29.2,78.7
21288,ah,94.2,154
21289,kg,88.2,-71.7
21290,ae,-14.6,51.1
21291,df,-23.2,92.9
21292,lf,119,60.1
21293,im,-19.2,48.7
21294,nm,-101.7,71
21295,eg,59.6,48.4
21296,lg,208.5,247.3
21297,eg,210.1,32
21298,lf,43.5,143.9
21299,dd,214.1,0.9
21300,bb,20.2,52.4
21301,hk,-2.5,41
21302,dn,93.1,35
21303,ih,40.1,13.5
21304,hc,-5.9,98.6
21305,fl,-67.5,-98
21306,lg,94,-26.6
21307,hh,-90,-134.6
21308,kb,136.4,-33.5
21309,bf,-22.1,35.1
21310,id,6.9,54.9
21311,de,2.2,94.4
21312,jk,1.4,-152.3
21313,bb,66.8,165.4
21314,dm,-0,-71.3
21315,ln,182,177.5
21316,il,90.8,-130.8
21317,ec,160.1,68.4
21318,fc,11.5,15.8
21319,fm,-6.7,127.3
21320,lf,-17,84.4
21321,ii,2,48.9
21322,kd,-42.1,38.5
21323,li,123.4,13.2
21324,fh,10.6,-267.2
21325,gf,22.5,46
21326,ce,18.5,61.1
21327,kn,3.4,28.4
21328,lg,-40,31.2
21329,jd,146.8,-7.7
21330,dd,64.2,262.5
21331,ab,-3.3,76.3
21332,fc,-195.1,277.6
21333,jk,1.5,65.1
21334,kf,5.6,29.2
21335,mk,161.9,240.9
21336,bd,-10.4,21.1
21337,lh,9.7,17.3
21338,ch,151.7,53.1
21339,ce,63,42.2
21340,mk,19.9,48.9
21341,kd,-110.7,69.8
21342,mb,-46.8,65.8
21343,if,77.7,168.5
21344,lk,2.6,19.7
21345,cg,44.5,68.1
21346,an,151.1,54.6
21347,fk,-7.6,-166.1
21348,bj,-67.8,50.5
21349,jn,-20.3,10.6
21350,ce,119.2,-51.4
21351,nb,198.9,-123.7
21352,me,26,53.9
21353,jn,-143.9,27.1
21354,kl,-34.7,79.4
21355,nc,106.8,128.8
21356,cc,8.9,94.5
21357,gh,-23.8,86.6
21358,fk,0.5,72.2
21359,mh,9.6,102.3
21360,eh,33.6,28.9
21361,ll,28,21.8
21362,ah,4,35.3
21363,mn,31.1,50.4
21364,hg,-15.7,-93.3
21365,le,116.8,-6.9
21366,ch,33.3,94.7
21367,in,-31.2,2.4
21368,gg,8.8,30.1
21369,nl,23.2,176.7
21370,gk,-2.3,-12.9
21371,ji,219.6,91
21372,md,-52.4,112.6
21373,km,-57.9,22.2
21374,nl,-13.9,6.5
21375,lg,17.5,112.5
21376,gj,-29.6,-99
21377,kn,-28.7,53.3
21378,cg,10.2,97.5
21379,ml,60.7,51
21380,jc,-1.1,82.6
21381,fk,-36.6,14.6
21382,hd,57.1,27
21383,cj,-62.6,71.5
21384,lm,-18.9,152.4
21385,ih,157.1,211.7
21386,fj,-11.1,125.5
21387,hf,223.8,215.7
21388,ed,12.2,-18.6
21389,kd,14.5,66.2
21390,ni,-166,88.9
21391,ad,-21.1,9.8
21392,dg,-42.6,11.7
21393,mj,-0.6,20.4
21394,hl,-30.7,32.2
21395,hf,22.5,-32.8
21396,gk,-26.7,4.6
21397,dh,-75.1,53.6
21398,cf,10.8,148.8
21399,ml,-15,196.9
21400,ik,7.3,16.2
21401,nb,-104.9,40.3
21402,fi,54,54.6
21403,kl,151.4,163.3
21404,eb,128.7,136.2
21405,gk,167.7,188.9
21406,ig,53.3,18.4
21407,cj,69.4,217.5
21408,ai,87.9,69.1
21409,hj,-79.5,267
21410,jl,29.8,90.1
21411,fm,162.7,-17.2
21412,nn,-44.8,-20
21413,nl,76.3,3.9
21414,jh,43.4,65.7
21415,eh,58.7,40.3
21416,cl,54.7,51.4
21417,cg,-17.2,-31.6
21418,kg,-18.9,-11.7
21419,aj,302.2,-7.2
21420,jj,-79,-5
21421,ai,-37.3,210.8
21422,ck,45.8,243.5
21423,jb,-55.2,51.1
21424,lb,47.4,29.2
21425,fb,-73.2,48.4
21426,ii,-46.8,-57.8
21427,mm,-41.1,22.7
21428,gf,-46.7,96.4
21429,ea,-4.8,-56.4
21430,de,239,72.7
21431,kn,-4.1,44.2
21432,nh,131.9,123.3
