Id, Name, Gender, Grade_math, Grade_cs
20784,ec,M,2.8,95.9
20785,gd,M,27.98155,8.0
20786,ca,F,9.2,4.8
20787,in,F,71.4421,29.1
20788,ah,F,21.7,0.9
20789,hk,M,24.7,79.8
20790,ii,M,24.7,84.7
20791,if,M,57.5,16.5
20792,ng,F,44.6,7.7
20793,fh,F,5.4,2.2
20794,bi,F,19.7,10.3
20795,dl,F,37.7,25.9
20796,gn,F,32.0,4.6
20797,kn,M,8.8,84.6
20798,nk,M,12.170783,23.4
20799,bh,F,12.5,2.7
20800,be,F,68.1,48.1
20801,jg,M,47.0,31.8
20802,nd,M,65.8,28.29282
20803,nf,F,16.2,14.0
20804,il,F,8.7,1.3
20805,dl,F,13.7,7.9
20806,cl,F,0.2,0.1
20807,nb,M,18.878662,78.7
20808,ce,M,54.5,85.01292
20809,kk,M,31.8,49.816784
20810,gi,F,1.9,0.6
20811,df,F,7.0,3.4
20812,mb,F,2.0,1.2
20813,hi,M,17.0,80.9
20814,ni,F,8.0,4.2
20815,bn,F,21.2,9.3
20816,km,F,32.7,22.9
20817,me,F,16.8,10.6
20818,kk,M,18.5,5.5
20819,ea,M,26.9,64.3
20820,il,M,29.6,89.1
20821,ai,F,40.5,22.8
20822,fd,F,15.8,8.3
20823,em,F,2.2,0.6
20824,nb,M,54.241833,32.05322
20825,mh,F,1.5,0.8
20826,nm,M,68.4,18.825813
20827,bd,F,1.6,1.4
20828,ej,F,55.6,13.1
20829,ga,M,67.5,49.5
20830,jc,F,11.1,8.2
20831,mk,F,27.0,6.8
20832,ba,M,6.3,17.4
20833,gi,M,66.0,4.6
20834,dh,M,3.8,24.6
20835,mi,F,1.9,1.5
20836,kd,M,16.639807,3.9
20837,nc,F,7.3,1.2
20838,dc,F,3.1,0.3
20839,nl,M,34.3,80.4
20840,gk,M,99.4,57.9
20841,im,F,4.2,2.1
20842,ab,F,36.7,35.8
20843,bi,F,60.7,17.1
20844,gg,F,0.1,0.0
20845,dg,M,4.0,66.5
20846,dn,M,0.6,61.4
20847,fg,M,23.401936,82.043
20848,bk,M,66.9,78.5
20849,bl,M,2.1,35.4
20850,lj,F,27.7,25.1
20851,hk,M,46.2,25.4
20852,am,M,2.2,12.0
20853,ad,F,6.9,4.9
20854,df,M,67.35892,65.6
20855,jj,F,18.0,1.7
20856,mb,M,1.3,49.5
20857,al,M,28.6,25.8
20858,gc,F,39.9,22.0
20859,bk,M,10.428984,72.5
20860,nf,M,7.2,76.5
20861,hk,M,7.1,27.4
20862,ie,F,36.5,6.5
20863,kn,M,4.0,51.300537
20864,jm,F,1.4,0.4
20865,bc,M,54.5,5.498308
20866,cj,F,8.5,0.1
20867,na,M,27.9,46.8
20868,ml,F,17.3,1.0
20869,gf,M,5.1,33.1
20870,bg,F,37.7,32.8
20871,ch,M,87.3,52.8
20872,kn,F,15.3,6.9
20873,cj,M,17.9,30.6
20874,lf,M,10.5,41.0
20875,in,F,1.0,0.6
20876,hm,F,4.8,0.4
20877,ek,F,73.0,25.2
20878,bb,M,89.7,51.9
20879,da,F,29.7,19.8
20880,nl,M,93.93436,36.1
20881,mg,F,0.4,0.2
20882,bk,M,80.9,79.32653
20883,ab,M,10.6,13.9
20884,bi,M,72.9,14.6
20885,kn,F,19.2,2.0
20886,ec,M,70.9,6.8
20887,jd,F,4.5,3.5
20888,hk,M,20.5,21.2
20889,cl,F,30.4,13.4
20890,jc,F,1.9,0.4
20891,ef,F,19.8,1.2
20892,kn,F,24.9,4.7
20893,kh,M,22.8,55.7
20894,nc,F,1.1,0.1
20895,il,M,18.4,36.0
20896,kl,M,21.1,29.2
20897,bl,M,63.1,38.4
20898,ic,F,7.0,1.9
20899,gc,M,28.1,52.8
20900,fg,M,100.0,44.8
20901,hh,M,1.1,15.0
20902,ba,F,81.7,65.0
20903,fe,F,8.0,0.3
20904,mb,F,3.9,1.1
20905,kb,M,21.4,13.8
20906,he,F,5.6,2.8
20907,fl,F,11.7,2.6
20908,nb,M,9.5,20.3
20909,ci,M,46.4,75.3
20910,fc,F,3.4,2.3
20911,di,F,6.7,1.0
20912,eb,M,66.5,55.6
20913,mn,F,5.5,2.9
20914,nf,F,10.3,0.9
20915,lh,F,19.3,1.6
20916,ig,F,7.3,0.5
20917,nh,F,20.4,17.2
20918,gg,M,18.5,77.06448
20919,nm,F,30.1,6.3
20920,bc,F,34.5,22.3
20921,fd,M,20.0,5.6
20922,mb,M,9.1,93.66715
20923,me,F,6.1,2.7
20924,ni,F,17.1,4.9
20925,di,M,90.6,94.0
20926,ig,F,11.2,1.4
20927,mf,M,7.0,10.2
20928,la,M,9.7,40.3
20929,im,M,18.8,66.7
20930,li,M,24.4,40.8
20931,ab,M,12.4,79.7
20932,hi,M,70.5,69.8
20933,fg,M,38.3,12.7
20934,di,M,32.7,52.0
20935,ik,F,1.4,1.1
20936,ic,F,53.3,10.7
20937,ci,F,6.7,4.1
20938,nj,M,0.6,26.4
20939,fn,M,89.2,83.8
20940,gh,F,4.2,0.6
20941,lb,F,0.1,0.1
20942,mj,M,66.5,87.1
20943,lf,F,1.1,0.5
20944,mm,M,38.9,33.9
20945,mb,F,9.9,0.1
20946,gn,F,13.6,2.3
20947,eb,F,1.4,0.7
20948,fl,F,21.4,13.9
20949,gj,F,16.3,13.0
20950,dg,F,12.0,3.2
20951,bd,F,1.0,0.4
20952,el,M,85.8,93.0
20953,gl,F,30.1,8.7
20954,lk,M,38.2,66.5
20955,bg,M,22.0,63.4
20956,da,M,8.8,14.1
20957,cj,F,35.8,23.3
20958,hg,F,26.2,23.2
20959,ng,M,31.7,5.1
20960,hg,M,6.4992986,54.972736
20961,ah,M,52.5,24.3
20962,bg,F,28.2,0.7
20963,il,M,30.1,4.3
20964,db,F,21.5,18.2
20965,bg,M,17.7,20.3
20966,af,M,18.9,42.7
20967,le,F,18.9,6.0
20968,kc,M,18.3,66.6
20969,mn,M,23.1,72.0
20970,ja,M,4.7,35.3
20971,dk,M,19.2,45.0
20972,ia,F,1.6,0.2
20973,lf,F,24.3,4.7
20974,mf,M,61.0,25.5
20975,nf,F,9.4,6.7
20976,jm,F,15.4,12.3
20977,cg,F,25.8,11.2
20978,eb,M,21.615698,4.583671
20979,cm,F,20.7,20.0
20980,di,M,3.3,72.0
20981,ke,M,63.8,54.9
20982,ml,M,16.61806,59.1
20983,ad,F,6.1,2.9
20984,fk,F,16.9,5.1
20985,kl,M,4.3,53.4
20986,fg,M,6.6,52.3
20987,ki,M,30.1,67.3
20988,kc,F,3.8,0.8
20989,ni,F,27.1,11.7
20990,eb,F,16.4,15.6
20991,lg,M,23.3,53.0
20992,fn,F,1.2,0.8
20993,cc,F,2.2,0.6
20994,kc,F,3.9,1.0
20995,bh,F,10.6,9.7
20996,kh,F,19.0,14.1
20997,gb,F,37.1,18.4
20998,kf,M,89.5,87.70329
20999,kg,M,15.1,14.3
21000,fi,M,30.4,37.7
21001,lb,F,3.8,2.7
21002,em,F,20.8,3.4
21003,bb,M,28.9,20.2
21004,ii,F,0.6,0.4
21005,ig,F,0.1,0.1
21006,en,M,1.9,50.8
21007,db,F,0.8,0.1
21008,lj,M,16.3,86.7
21009,jj,F,1.3,0.8
21010,ge,M,42.3,1.1
21011,hk,F,0.1,0.1
21012,ih,M,34.4,21.5
21013,if,M,37.1,52.1
21014,ci,M,33.5,41.1
21015,cc,F,10.0,7.8
21016,je,M,0.8,75.9
21017,hm,M,21.3,43.37882
21018,cc,F,34.2,20.0
21019,lk,M,5.1831355,92.1
21020,hn,F,3.6,3.1
21021,dn,M,70.85228,83.6
21022,ga,M,74.2,33.66444
21023,kl,M,64.7,99.1
21024,ic,F,45.2,31.3
21025,nb,F,1.7,1.1
21026,fe,M,26.6,19.5
21027,dn,M,45.2,2.1
21028,jl,F,18.9,5.3
21029,hj,F,2.9,1.0
21030,jd,F,4.9,0.7
21031,ck,F,3.7,0.1
21032,ej,F,19.2,11.2
21033,gh,M,7.8,14.222323
21034,bd,F,19.6,15.9
21035,ef,F,4.0,1.5
21036,na,M,3.2,24.1
21037,bl,F,33.8,30.6
21038,gn,M,43.7789,80.9
21039,fj,M,21.1,59.513287
21040,nf,M,74.7,64.21141
21041,hi,M,11.996531,56.9
21042,jk,F,0.5,0.2
21043,ji,M,32.4,51.6
21044,gf,M,85.46281,28.825832
21045,bh,M,83.1,32.8
21046,mi,F,7.7,0.7
21047,dn,M,24.519491,24.4
21048,gi,F,3.0,0.9
21049,gd,F,3.7,2.4
21050,ng,M,0.6,47.6
21051,ii,F,7.2,1.7
21052,dh,M,7.0,62.6
21053,nj,F,19.5,18.2
21054,hb,F,52.1,37.9
21055,ik,F,44.6,16.4
21056,hj,M,18.9,61.2
21057,kc,M,1.7,68.9
21058,ec,F,7.9,7.7
21059,mc,F,8.6,5.4
21060,de,F,20.9,11.0
21061,gn,M,0.7,55.9
21062,gf,M,18.3,11.0
21063,fj,F,6.2,1.7
21064,ha,F,14.8,6.6
21065,de,M,88.4,54.6
21066,hk,M,99.81166,18.4
21067,jb,F,1.0,0.9
21068,dj,M,87.25701,51.6
21069,mk,F,14.9,7.5
21070,jf,M,69.1,35.2
21071,gl,F,26.0,17.3
21072,ll,M,98.2,94.41448
21073,bg,F,0.5,0.1
21074,kb,M,1.9,18.0
21075,aa,F,32.7,10.9
21076,ca,F,6.0,3.3
21077,fd,M,56.7,15.0
21078,kc,F,28.9,8.1
21079,ch,M,62.5,44.77712
21080,jj,M,15.0,91.830124
21081,nm,M,39.12692,61.8
21082,cb,M,0.6,42.7
21083,bd,F,20.9,1.6
21084,ij,F,45.3,36.8
21085,id,M,33.4,11.3
21086,nl,F,3.4,0.3
21087,jk,M,9.0,9.8
21088,ab,F,27.6,8.3
21089,ii,F,19.2,6.4
21090,im,M,14.2,76.2
21091,hl,M,12.7,73.32965
21092,ng,M,34.1,27.388796
21093,na,F,1.2,0.9
21094,fb,M,75.1,52.6
21095,li,M,7.3,27.8
21096,cj,F,11.4,6.8
21097,kn,M,25.2,44.3
21098,gj,F,2.0,1.3
21099,la,M,2.8,4.4
21100,fg,F,15.8,3.9
21101,lj,F,7.2,1.2
21102,aa,M,92.7,65.36868
21103,nc,F,0.2,0.2
21104,mn,F,0.1,0.0
21105,gl,F,31.0,14.1
21106,in,M,1.2,52.913914
21107,ng,M,33.1,31.9
21108,bj,M,10.0,62.2
21109,ke,M,21.4,1.4
21110,cl,M,77.5,11.616643
21111,bg,M,45.3,54.0
21112,jb,F,1.4,0.1
21113,kc,F,49.8,4.7
21114,ja,F,46.393238,66.0
21115,cd,M,43.6,5.3
21116,gf,F,10.4,1.7
21117,cl,M,8.3,2.9
21118,ki,F,17.8,6.2
21119,bc,F,0.2,0.0
21120,dl,M,77.98041,93.65765
21121,jd,F,45.0,35.7
21122,ef,F,21.0,20.0
21123,lj,M,98.1,22.3
21124,bi,F,6.7,5.6
21125,ml,M,66.9,2.0
21126,kc,F,21.9,4.5
21127,al,F,19.5,6.0
21128,lc,F,24.9,23.8
21129,dg,F,24.5,20.0
21130,ki,F,0.3,0.2
21131,hc,M,76.9,39.374825
21132,kf,M,1.5078443,6.442708
21133,kd,M,6.3,38.2
21134,de,F,3.5,1.3
21135,nf,M,41.1,19.8
21136,mf,F,0.9,0.5
21137,ba,M,52.7,81.5
21138,fk,F,11.6,9.4
21139,bd,M,9.7,89.6
21140,jd,M,37.0,32.3
21141,eh,F,35.5,27.5
21142,ig,F,39.4,16.8
21143,mb,M,70.5,43.2
21144,bh,M,17.3,87.26684
21145,kc,F,0.6,0.3
21146,km,M,12.2,67.67661
21147,bh,F,31.3,15.8
21148,bd,F,1.3,0.2
21149,nj,M,66.93946,37.77617
21150,cd,F,20.8,20.5
21151,lb,M,41.9,46.0
21152,bk,F,43.4,16.7
21153,aj,M,93.0,77.2
21154,gn,M,61.1,40.9
21155,an,M,64.5,24.3
21156,hi,M,0.0,44.1
21157,kb,M,7.6,3.3708913
21158,nc,M,1.4270154,87.625725
21159,lm,F,9.4,4.7
21160,gj,M,39.5,52.1
21161,hh,F,12.3,4.9
21162,fe,F,3.1,1.1
21163,ck,F,3.6,2.8
21164,bh,M,52.0,10.276407
21165,ai,F,31.7,28.1
21166,dk,M,8.0,22.6
21167,mj,F,6.5,2.4
21168,ae,F,57.4,30.2
21169,fa,F,9.4,8.5
21170,gd,M,27.5,26.4
21171,lc,F,6.0,1.6
21172,bd,M,22.709356,40.4
21173,be,F,1.3,0.6
21174,jf,F,3.2,0.5
21175,je,F,1.8,0.9
21176,ee,F,41.6,14.2
21177,lc,F,9.9,5.8
21178,cl,F,8.4,4.0
21179,ja,F,5.6,0.7
21180,mc,M,10.8,12.7
21181,mh,F,2.3,1.7
21182,lk,M,26.2,53.7
21183,bg,M,62.3,65.8
21184,eb,M,0.2,70.3
21185,dk,M,3.5,87.9
21186,cm,M,73.4,38.2
21187,le,M,60.2,49.5
21188,mn,M,1.1,5.9
21189,nf,M,21.7,60.5
21190,mf,M,18.3,38.2
21191,he,M,23.1,12.9
21192,if,F,36.0,25.4
21193,hf,M,44.3,75.4
21194,le,M,63.1,73.7
21195,hi,M,92.2,36.0
21196,ei,M,21.3,28.6
21197,eh,M,3.3,4.1
21198,cf,F,7.5,2.6
21199,dj,F,18.0,3.0
21200,jd,M,22.9,89.6
21201,gj,F,6.4,5.4
21202,ei,M,7.8,3.6
21203,en,M,85.8,28.6
21204,aa,F,36.1,24.5
21205,dl,M,3.1,69.6
21206,cd,F,27.2,14.5
21207,fb,F,2.5,1.0
21208,bl,M,52.1,88.2
21209,ka,F,9.5,6.5
21210,hj,M,11.5,83.3
21211,jh,F,0.2,0.1
21212,kn,F,13.1,8.2
21213,in,F,3.6,3.3
21214,ge,F,29.8,20.4
21215,ai,F,0.7,0.5
21216,nh,M,2.8,98.82483
21217,je,M,1.1,16.5
21218,jn,F,18.2,4.1
21219,ej,F,29.6,17.5
21220,gh,M,47.7,90.2
21221,fj,F,24.4,21.6
21222,lb,F,33.4,5.8
21223,ek,M,8.2,22.9
21224,kb,M,35.3,16.3
21225,dm,M,24.5,9.4
21226,de,M,38.8,58.870125
21227,ij,F,4.2,3.3
21228,af,M,14.6,14.535807
21229,fm,M,55.1,2.7945259
21230,hi,F,11.4,7.9
21231,ge,M,50.4,56.7
21232,fc,M,17.4,73.4
21233,ad,M,10.0,17.0
21234,jb,M,3.6398134,85.2189
21235,gj,M,2.4,36.8
21236,dj,M,74.0,24.9
21237,ad,M,5.6,61.5
21238,cm,M,2.7,48.4
21239,mg,M,10.428221,16.606531
21240,na,F,5.5,2.4
21241,ih,M,5.0,48.5
21242,fc,M,43.0,2.7
21243,ef,M,12.3,31.9
21244,ei,M,9.4,21.2
21245,hj,M,1.5,0.4
21246,jl,F,3.6,2.6
21247,mg,M,40.1,89.0481
21248,fm,F,0.9,0.2
21249,mg,M,76.86645,43.553467
21250,gi,F,15.2,10.5
21251,gi,F,33.4,14.6
21252,ah,M,2.7,19.7
21253,nn,F,11.8,4.8
21254,ei,M,0.9,95.9
21255,kl,M,84.9,7.158618
21256,gd,M,46.6,5.1
21257,el,M,51.9,39.6
21258,gg,F,78.2,70.2
21259,cd,F,2.6,1.7
21260,nn,M,11.1,37.7
21261,in,M,50.9,28.8
21262,mc,M,0.2,9.6
21263,ge,M,7.3,20.0
21264,gj,M,43.7,86.0
21265,jj,M,0.6,1.6
21266,di,F,4.0,3.4
21267,ke,M,57.1,51.7
21268,cd,F,12.4,9.3
21269,ig,F,30.3,7.8
21270,nb,F,21.5,12.2
21271,fa,F,5.4,3.5
21272,me,M,4.3,11.8
21273,bg,M,34.8,31.7
21274,di,M,59.274166,59.2
21275,kk,F,94.58752,25.411163
21276,mg,M,11.3,71.39279
21277,am,M,19.5,98.2
21278,ll,M,3.3,0.5
21279,dl,F,17.9,10.9
21280,bh,F,46.0,23.7
21281,ib,F,15.9,12.3
21282,fg,M,41.8,41.8
21283,hd,M,76.3,67.3
21284,jf,M,86.8,92.13074
21285,ab,M,64.7,27.9
21286,gn,F,36.3,23.1
21287,hd,M,0.7,67.2
21288,an,F,97.6,66.9
21289,aa,M,21.3,81.1
21290,hm,M,2.5,20.2
21291,dl,M,35.9,80.7
21292,fl,M,15.7,92.3
21293,ge,F,17.4,13.2
21294,da,F,1.7,1.7
21295,hn,M,6.0,21.5
21296,bf,F,3.6,1.4
21297,ed,F,65.8,58.0
21298,kh,M,2.5,13.5
21299,kl,M,90.1,5.4308724
21300,ah,M,32.4,47.2
21301,ag,F,13.3,4.4
21302,mc,M,8.2,19.260958
21303,gf,F,8.2,7.1
21304,dk,M,38.2,0.5
21305,kj,F,57.6,54.8
21306,km,F,45.3,27.9
21307,ng,F,26.3,8.0
21308,bb,F,5.7,0.9
21309,nc,F,19.2,0.1
21310,nh,M,46.677124,76.717545
21311,kj,F,20.2,17.1
21312,gi,F,28.5,23.8
21313,nh,F,58.9,14.9
21314,bg,M,14.7,52.1
21315,gc,M,19.5,44.4
21316,ai,M,51.7,0.3
21317,aj,M,5.7,82.0
21318,ie,F,9.7,7.6
21319,hj,M,96.7316,61.4
21320,gm,F,10.2,3.4
21321,ib,F,8.9,4.0
21322,lh,M,10.9,78.7
21323,el,F,58.9,17.1
21324,kg,M,28.5,88.3
21325,fa,M,1.2,81.4
21326,kl,M,41.4,21.2
21327,lk,F,25.5,13.6
21328,kd,M,49.3,75.1
21329,nk,M,1.9,81.5
21330,ga,F,1.8,1.3
21331,bi,F,54.5,18.1
21332,fg,M,68.1,26.010597
21333,im,F,47.2,43.3
21334,cf,F,2.9,0.1
21335,ed,M,60.2,16.7
21336,ij,M,6.9,40.8
21337,ln,M,38.5,1.9608965
21338,nj,M,30.423853,28.068624
21339,cn,M,49.635082,80.5
21340,ij,F,3.0,2.1
21341,ck,F,2.3,0.3
21342,dm,F,37.4,25.8
21343,ce,M,12.7,2.8
21344,ke,M,7.6,32.0
21345,de,F,2.7,0.3
21346,kl,F,0.2,0.1
21347,ad,M,4.363285,64.2
21348,mh,F,25.1,9.9
21349,dn,M,92.2,5.384711
21350,kg,F,2.1,0.6
21351,mn,M,13.6,61.7
21352,fe,M,11.3,9.1
21353,jn,M,87.3,44.6
21354,fn,M,41.8,55.7
21355,ea,M,13.2,23.7
21356,di,F,9.2,3.5
21357,ch,M,0.6,76.9
21358,ni,M,41.0,85.1
21359,cf,F,19.7,13.6
21360,lb,F,39.3,4.6
21361,ik,M,0.2,22.2
21362,jm,F,25.1,2.9
21363,ki,M,96.7,81.4
21364,fg,M,94.9,59.4
21365,ll,M,12.5,31.2
21366,ff,F,41.9,1.8
21367,ch,M,69.5,90.8
21368,ec,F,24.7,18.5
21369,mh,M,82.5,37.8
21370,nk,F,17.4,15.2
21371,bi,F,50.9,28.5
21372,dc,F,60.7,48.0
21373,gd,M,58.6,90.0
21374,jb,M,49.0,33.3
21375,bm,M,3.0,17.4
21376,na,M,21.308887,76.7
21377,cg,F,78.8,2.6
21378,cn,F,2.5,1.7
21379,lm,F,86.7,52.7
21380,kh,F,6.1,4.3
21381,gb,M,49.6,74.3
21382,bk,M,72.22847,38.2
21383,df,M,4.8,58.5
21384,ec,M,23.5,97.20142
21385,dl,F,0.4,0.0
21386,me,F,30.4,1.3
21387,kj,F,4.3,2.4
21388,ee,M,45.1,19.779291
21389,lc,M,79.4,91.7
21390,di,M,26.9,37.1
21391,mc,F,0.2,0.2
21392,ei,M,17.0,10.554486
21393,id,F,13.7,9.1
21394,kh,M,82.3,30.6
21395,bi,F,67.65952,57.5
21396,ad,M,4.1,54.3
21397,ea,F,6.4,4.0
21398,la,M,27.0,13.8
21399,ki,F,60.6,59.9
21400,ig,F,9.0,3.7
21401,dn,F,1.7,0.6
21402,nk,M,99.1,28.787636
21403,ni,F,0.4,0.1
21404,il,M,22.3,8.2
21405,lf,M,10.4,62.2
21406,ei,M,9.2,34.0
21407,el,M,3.989292,55.1
21408,eb,M,41.0,6.2
21409,fl,F,1.4,0.2
21410,hi,M,96.4,35.1
21411,fl,F,8.4,7.3
21412,ch,M,33.7,3.0
21413,nn,M,0.6,11.5
21414,ni,M,95.551315,33.093395
21415,ac,F,0.1,0.1
21416,cc,M,16.2,73.6
21417,kk,M,83.8,35.0
21418,dm,F,10.6,2.1
21419,fi,M,83.7,49.3
21420,ei,M,0.3,11.4
21421,kf,F,12.6,1.2
21422,ai,F,3.3,3.0
21423,ga,F,35.1,9.2
21424,mg,M,42.5,76.7
21425,bh,M,3.0,33.834652
21426,nf,F,40.4,19.4
21427,fb,M,5.1,68.824905
21428,dk,M,78.0,95.8
21429,dn,F,6.5,3.3
21430,dh,M,22.8,64.7
21431,cn,M,41.0,53.1
21432,ci,F,65.1,40.3
21433,ke,F,18.5,8.1
21434,kg,M,66.9,88.5
21435,mf,M,79.3,19.552118
21436,ef,F,51.1,24.8
21437,ak,F,39.9,13.6
21438,ni,F,22.3,10.1
21439,li,F,15.6,4.5
21440,da,F,2.0,0.1
21441,dn,F,7.2,0.6
21442,ci,F,2.9,1.6
21443,dh,M,60.9,55.0
21444,af,M,61.14899,84.8
21445,fl,M,11.0,52.6
21446,ec,M,14.3,37.4
21447,jj,F,22.7,17.0
21448,nh,F,48.04071,66.23504
21449,ek,M,17.0,15.9
21450,la,F,4.1,0.2
21451,ac,F,51.7,36.0
21452,lb,M,6.7,0.9
21453,mm,M,92.1,74.2
21454,ki,F,0.8,0.2
21455,fi,F,4.7,4.1
21456,df,F,10.1,9.1
21457,db,F,54.6,28.5
21458,dd,F,36.3,1.3
21459,bm,M,47.0,74.16016
21460,jj,F,50.0,7.4
21461,da,F,4.7,2.2
21462,hj,F,19.6,1.8
21463,ig,F,0.6,0.5
21464,di,F,1.8,1.0
21465,ic,M,28.1,72.5
21466,nn,M,47.4,17.34951
21467,ia,M,72.5,16.4
21468,dl,F,6.3,3.5
21469,mk,M,90.33741,83.1
21470,fd,M,67.3,50.6
21471,hh,M,46.3,32.2
21472,bb,F,15.9,0.7
21473,ii,M,91.8,67.4
21474,ej,F,0.3,0.2
21475,bj,F,0.5,0.1
21476,lf,M,21.467957,82.9
21477,ma,M,15.1,21.7
21478,cf,M,13.3,5.5
21479,mm,M,4.0,14.7
21480,cb,M,30.7,34.5
21481,ih,M,9.0,25.103703
21482,fi,F,12.2,1.8
21483,ni,F,20.6,6.4
21484,hc,M,17.6,47.5
21485,jg,F,37.8,22.3
21486,me,F,2.6,1.2
21487,ck,M,24.3,95.858604
21488,nc,M,4.7,82.446915
21489,em,M,98.3,47.0546
21490,lb,M,6.6,8.7
21491,nn,M,63.6,78.2
21492,ek,F,2.5,1.4
21493,gm,M,31.9,39.6
21494,mi,M,28.3,59.1
21495,ag,M,95.9,5.470994
21496,da,F,2.9,1.5
21497,ca,F,2.3,1.5
21498,cd,F,47.9,19.6
21499,lj,F,5.78411,25.8
21500,me,M,29.913912,40.4
21501,ej,M,2.8,26.6
21502,ff,M,27.2,38.615513
21503,ge,M,24.5,41.88129
21504,da,F,20.1,11.5
21505,ed,M,25.7,22.7
21506,ai,M,80.5,57.6
21507,kf,M,38.8,18.1
21508,bn,F,1.2,0.4
21509,im,M,96.1,45.851032
21510,ll,M,51.8,12.8
21511,jm,F,24.8,9.7
21512,bk,M,8.2,84.6
21513,eg,M,1.9,7.0
21514,ff,F,53.8,6.1
21515,id,M,25.626451,21.340014
21516,ak,F,10.7,7.9
21517,ld,M,98.69755,52.585537
21518,hg,F,28.0,20.4
21519,al,M,1.0,71.3
21520,nk,F,52.9,26.1
21521,kc,M,0.7,91.2
21522,ji,M,81.14999,51.3
21523,en,M,6.5,30.5
21524,di,M,71.9,69.3
21525,jl,M,12.5,76.12779
21526,fj,M,36.4,83.2
21527,fh,M,56.997982,85.9
21528,hh,M,49.9,15.8
21529,bl,F,11.1,9.6
21530,dd,M,24.7,0.0
21531,hi,M,57.3,75.7
21532,mb,M,1.3,22.2
21533,id,M,16.0,3.4
21534,gb,F,0.1,0.1
21535,bb,F,3.5,0.6
21536,en,F,0.3,0.3
21537,gf,F,1.9,0.6
21538,gk,M,78.8,81.8
21539,ec,M,92.4,50.9
21540,eh,F,14.8,6.9
21541,la,M,78.4,5.7
21542,ci,M,20.6,25.1
21543,hn,M,24.6,86.5
21544,im,F,12.1,9.1
21545,ed,M,72.0,15.4
21546,fn,F,34.0,16.3
21547,na,M,12.2,21.5
21548,gn,M,6.0,22.1
21549,ea,F,8.3,0.5
21550,je,M,86.3,43.7
21551,di,M,3.3,50.2
21552,ma,M,10.6,54.2
21553,eb,F,5.8,1.6
21554,ck,M,0.1,34.3
21555,eh,F,15.3,2.9
21556,cl,F,9.8,5.6
21557,ah,F,18.5,15.5
21558,gc,F,15.5,0.6
21559,jb,F,9.3,2.8
21560,kn,M,37.9,27.8
21561,ee,M,65.3,18.8
21562,fc,F,2.1,1.8
21563,mm,M,29.562834,54.1
21564,ke,M,48.1,99.075424
21565,cb,M,58.4,46.6
21566,ae,F,0.1,0.0
21567,mh,M,62.097908,33.9
21568,kf,M,62.0,28.4
21569,gf,M,53.5,36.3
21570,hl,F,88.27288,48.3
21571,ja,M,31.3,4.4473157
21572,bd,M,96.7,72.7
21573,jk,M,14.5,36.1
21574,bg,M,21.68929,51.9
21575,dm,F,7.8,5.2
21576,mn,F,7.1,1.5
21577,kf,M,3.4,75.8
21578,di,F,52.4,39.6
21579,ij,F,2.7,1.3
21580,il,F,29.7,16.9
21581,nm,F,3.0,2.3
21582,jj,M,50.1,61.2
21583,ie,F,43.0,12.5
21584,lk,F,0.5,0.3
21585,mc,M,5.0,40.8
21586,ie,M,87.4,22.1
21587,bd,F,31.7,6.2
21588,fn,M,1.3,79.0
21589,ea,F,3.9,2.9
21590,cl,F,57.5,56.2
21591,ng,F,89.2,35.4
21592,me,F,14.2,13.9
21593,bc,M,71.48059,25.4
21594,ji,M,1.4,5.0
21595,kk,F,30.9,16.3
21596,jn,M,10.189261,51.0
21597,cc,M,15.9,43.97893
21598,ia,M,32.66189,24.9
21599,el,F,7.3,0.4
21600,me,M,6.5,62.1
21601,ik,M,24.1,24.2
21602,me,F,42.8,19.1
21603,hg,M,17.8,64.0
21604,fa,M,1.0,38.3
21605,kk,F,7.4,7.2
21606,ne,F,11.0,9.4
21607,nl,F,77.9,47.0
21608,eh,F,2.6,2.1
21609,fj,F,25.1,13.1
21610,gj,F,44.1,27.6
21611,jg,M,67.32499,47.0
21612,ne,M,7.4,34.2
21613,mh,M,17.1,13.2
21614,dh,M,20.8,41.873264
21615,el,F,4.1,3.0
21616,ja,F,7.7,3.7
21617,hm,M,19.2,14.5
21618,kg,F,1.6,1.5
21619,bd,M,7.1,80.2
21620,ce,M,78.9,41.6
21621,am,F,1.3,1.0
21622,jl,F,8.9,6.2
21623,ef,F,44.4,25.6
21624,ec,F,3.5,0.7
21625,bf,M,46.9,81.2
21626,cg,M,74.8,23.780472
21627,gf,F,42.4,21.3
21628,ca,M,15.610961,35.8
21629,jh,M,55.6,15.1
21630,kl,F,3.7,3.0
21631,la,M,14.4,5.6
21632,gg,M,14.9,96.4
21633,mg,F,4.2,2.7
21634,hi,M,41.368935,48.801216
21635,ba,M,14.9,50.3
21636,jf,M,32.189793,47.214073
21637,nn,M,1.8,25.0
21638,ed,M,88.2,69.00025
21639,mb,F,0.7,0.6
21640,ae,F,9.9,3.8
21641,kc,F,39.0,1.6
21642,bn,M,17.3,16.1
21643,nb,F,26.8,14.0
21644,bl,F,18.4,2.8
21645,cl,M,1.9,44.4
21646,bf,F,43.5,29.6
21647,me,M,1.9,22.0
21648,le,M,57.8132,14.6
21649,kh,M,12.9,30.5
21650,af,M,14.3,94.5
21651,di,F,22.2,5.4
21652,il,F,9.0,7.8
21653,lg,F,11.1,9.9
21654,kf,M,30.4,26.1
